clean,corrupted,label
The operation lasted from the year 1560 to the year 15,The operation lasted from the year 1501 to the year 15,60
The development lasted from the year 1760 to the year 17,The development lasted from the year 1701 to the year 17,60
The program lasted from the year 1384 to the year 13,The program lasted from the year 1301 to the year 13,84
The testing lasted from the year 1245 to the year 12,The testing lasted from the year 1201 to the year 12,45
The fall lasted from the year 1208 to the year 12,The fall lasted from the year 1201 to the year 12,8
The quest lasted from the year 1643 to the year 16,The quest lasted from the year 1601 to the year 16,43
The project lasted from the year 1203 to the year 12,The project lasted from the year 1201 to the year 12,3
The campaign lasted from the year 1650 to the year 16,The campaign lasted from the year 1601 to the year 16,50
The case lasted from the year 1576 to the year 15,The case lasted from the year 1501 to the year 15,76
The rule lasted from the year 1263 to the year 12,The rule lasted from the year 1201 to the year 12,63
The riot lasted from the year 1281 to the year 12,The riot lasted from the year 1201 to the year 12,81
The shift lasted from the year 1606 to the year 16,The shift lasted from the year 1601 to the year 16,6
The test lasted from the year 1411 to the year 14,The test lasted from the year 1401 to the year 14,11
The growth lasted from the year 1748 to the year 17,The growth lasted from the year 1701 to the year 17,48
The employment lasted from the year 1541 to the year 15,The employment lasted from the year 1501 to the year 15,41
The shift lasted from the year 1255 to the year 12,The shift lasted from the year 1201 to the year 12,55
The study lasted from the year 1435 to the year 14,The study lasted from the year 1401 to the year 14,35
The development lasted from the year 1514 to the year 15,The development lasted from the year 1501 to the year 15,14
The order lasted from the year 1344 to the year 13,The order lasted from the year 1301 to the year 13,44
The work lasted from the year 1481 to the year 14,The work lasted from the year 1401 to the year 14,81
The existence lasted from the year 1283 to the year 12,The existence lasted from the year 1201 to the year 12,83
The deal lasted from the year 1170 to the year 11,The deal lasted from the year 1101 to the year 11,70
The riot lasted from the year 1232 to the year 12,The riot lasted from the year 1201 to the year 12,32
The existence lasted from the year 1347 to the year 13,The existence lasted from the year 1301 to the year 13,47
The marriage lasted from the year 1662 to the year 16,The marriage lasted from the year 1601 to the year 16,62
The testing lasted from the year 1529 to the year 15,The testing lasted from the year 1501 to the year 15,29
The impact lasted from the year 1332 to the year 13,The impact lasted from the year 1301 to the year 13,32
The work lasted from the year 1673 to the year 16,The work lasted from the year 1601 to the year 16,73
The riot lasted from the year 1582 to the year 15,The riot lasted from the year 1501 to the year 15,82
The existence lasted from the year 1637 to the year 16,The existence lasted from the year 1601 to the year 16,37
The project lasted from the year 1293 to the year 12,The project lasted from the year 1201 to the year 12,93
The process lasted from the year 1550 to the year 15,The process lasted from the year 1501 to the year 15,50
The riot lasted from the year 1560 to the year 15,The riot lasted from the year 1501 to the year 15,60
The fall lasted from the year 1690 to the year 16,The fall lasted from the year 1601 to the year 16,90
The progress lasted from the year 1793 to the year 17,The progress lasted from the year 1701 to the year 17,93
The progress lasted from the year 1795 to the year 17,The progress lasted from the year 1701 to the year 17,95
The attack lasted from the year 1609 to the year 16,The attack lasted from the year 1601 to the year 16,9
The employment lasted from the year 1392 to the year 13,The employment lasted from the year 1301 to the year 13,92
The work lasted from the year 1707 to the year 17,The work lasted from the year 1701 to the year 17,7
The attack lasted from the year 1615 to the year 16,The attack lasted from the year 1601 to the year 16,15
The testing lasted from the year 1388 to the year 13,The testing lasted from the year 1301 to the year 13,88
The development lasted from the year 1313 to the year 13,The development lasted from the year 1301 to the year 13,13
The project lasted from the year 1578 to the year 15,The project lasted from the year 1501 to the year 15,78
The testing lasted from the year 1671 to the year 16,The testing lasted from the year 1601 to the year 16,71
The operation lasted from the year 1474 to the year 14,The operation lasted from the year 1401 to the year 14,74
The case lasted from the year 1348 to the year 13,The case lasted from the year 1301 to the year 13,48
The contract lasted from the year 1257 to the year 12,The contract lasted from the year 1201 to the year 12,57
The campaign lasted from the year 1450 to the year 14,The campaign lasted from the year 1401 to the year 14,50
The rise lasted from the year 1752 to the year 17,The rise lasted from the year 1701 to the year 17,52
The trip lasted from the year 1135 to the year 11,The trip lasted from the year 1101 to the year 11,35
The project lasted from the year 1558 to the year 15,The project lasted from the year 1501 to the year 15,58
The employment lasted from the year 1654 to the year 16,The employment lasted from the year 1601 to the year 16,54
The campaign lasted from the year 1576 to the year 15,The campaign lasted from the year 1501 to the year 15,76
The operation lasted from the year 1362 to the year 13,The operation lasted from the year 1301 to the year 13,62
The plan lasted from the year 1755 to the year 17,The plan lasted from the year 1701 to the year 17,55
The quest lasted from the year 1217 to the year 12,The quest lasted from the year 1201 to the year 12,17
The testing lasted from the year 1603 to the year 16,The testing lasted from the year 1601 to the year 16,3
The case lasted from the year 1543 to the year 15,The case lasted from the year 1501 to the year 15,43
The tests lasted from the year 1726 to the year 17,The tests lasted from the year 1701 to the year 17,26
The marriage lasted from the year 1138 to the year 11,The marriage lasted from the year 1101 to the year 11,38
The trip lasted from the year 1424 to the year 14,The trip lasted from the year 1401 to the year 14,24
The testing lasted from the year 1455 to the year 14,The testing lasted from the year 1401 to the year 14,55
The attack lasted from the year 1223 to the year 12,The attack lasted from the year 1201 to the year 12,23
The project lasted from the year 1311 to the year 13,The project lasted from the year 1301 to the year 13,11
The quest lasted from the year 1295 to the year 12,The quest lasted from the year 1201 to the year 12,95
The order lasted from the year 1286 to the year 12,The order lasted from the year 1201 to the year 12,86
The fall lasted from the year 1431 to the year 14,The fall lasted from the year 1401 to the year 14,31
The contact lasted from the year 1328 to the year 13,The contact lasted from the year 1301 to the year 13,28
The marriage lasted from the year 1679 to the year 16,The marriage lasted from the year 1601 to the year 16,79
The trial lasted from the year 1720 to the year 17,The trial lasted from the year 1701 to the year 17,20
The test lasted from the year 1594 to the year 15,The test lasted from the year 1501 to the year 15,94
The plan lasted from the year 1403 to the year 14,The plan lasted from the year 1401 to the year 14,3
The operation lasted from the year 1595 to the year 15,The operation lasted from the year 1501 to the year 15,95
The effect lasted from the year 1565 to the year 15,The effect lasted from the year 1501 to the year 15,65
The progress lasted from the year 1204 to the year 12,The progress lasted from the year 1201 to the year 12,4
The trip lasted from the year 1747 to the year 17,The trip lasted from the year 1701 to the year 17,47
The program lasted from the year 1551 to the year 15,The program lasted from the year 1501 to the year 15,51
The shift lasted from the year 1653 to the year 16,The shift lasted from the year 1601 to the year 16,53
The growth lasted from the year 1658 to the year 16,The growth lasted from the year 1601 to the year 16,58
The shift lasted from the year 1571 to the year 15,The shift lasted from the year 1501 to the year 15,71
The riot lasted from the year 1598 to the year 15,The riot lasted from the year 1501 to the year 15,98
The trip lasted from the year 1139 to the year 11,The trip lasted from the year 1101 to the year 11,39
The process lasted from the year 1541 to the year 15,The process lasted from the year 1501 to the year 15,41
The rule lasted from the year 1569 to the year 15,The rule lasted from the year 1501 to the year 15,69
The trial lasted from the year 1606 to the year 16,The trial lasted from the year 1601 to the year 16,6
The riot lasted from the year 1614 to the year 16,The riot lasted from the year 1601 to the year 16,14
The progress lasted from the year 1788 to the year 17,The progress lasted from the year 1701 to the year 17,88
The contact lasted from the year 1676 to the year 16,The contact lasted from the year 1601 to the year 16,76
The effect lasted from the year 1386 to the year 13,The effect lasted from the year 1301 to the year 13,86
The practice lasted from the year 1389 to the year 13,The practice lasted from the year 1301 to the year 13,89
The work lasted from the year 1258 to the year 12,The work lasted from the year 1201 to the year 12,58
The operation lasted from the year 1239 to the year 12,The operation lasted from the year 1201 to the year 12,39
The marriage lasted from the year 1134 to the year 11,The marriage lasted from the year 1101 to the year 11,34
The order lasted from the year 1512 to the year 15,The order lasted from the year 1501 to the year 15,12
The trial lasted from the year 1415 to the year 14,The trial lasted from the year 1401 to the year 14,15
The operation lasted from the year 1391 to the year 13,The operation lasted from the year 1301 to the year 13,91
The attack lasted from the year 1360 to the year 13,The attack lasted from the year 1301 to the year 13,60
The attack lasted from the year 1747 to the year 17,The attack lasted from the year 1701 to the year 17,47
The work lasted from the year 1225 to the year 12,The work lasted from the year 1201 to the year 12,25
The quest lasted from the year 1604 to the year 16,The quest lasted from the year 1601 to the year 16,4
The quest lasted from the year 1526 to the year 15,The quest lasted from the year 1501 to the year 15,26
The progress lasted from the year 1511 to the year 15,The progress lasted from the year 1501 to the year 15,11
The development lasted from the year 1227 to the year 12,The development lasted from the year 1201 to the year 12,27
The test lasted from the year 1441 to the year 14,The test lasted from the year 1401 to the year 14,41
The test lasted from the year 1459 to the year 14,The test lasted from the year 1401 to the year 14,59
The employment lasted from the year 1702 to the year 17,The employment lasted from the year 1701 to the year 17,2
The existence lasted from the year 1412 to the year 14,The existence lasted from the year 1401 to the year 14,12
The tests lasted from the year 1611 to the year 16,The tests lasted from the year 1601 to the year 16,11
The impact lasted from the year 1646 to the year 16,The impact lasted from the year 1601 to the year 16,46
The study lasted from the year 1312 to the year 13,The study lasted from the year 1301 to the year 13,12
The progress lasted from the year 1140 to the year 11,The progress lasted from the year 1101 to the year 11,40
The attack lasted from the year 1339 to the year 13,The attack lasted from the year 1301 to the year 13,39
The fall lasted from the year 1479 to the year 14,The fall lasted from the year 1401 to the year 14,79
The study lasted from the year 1709 to the year 17,The study lasted from the year 1701 to the year 17,9
The rise lasted from the year 1788 to the year 17,The rise lasted from the year 1701 to the year 17,88
The impact lasted from the year 1658 to the year 16,The impact lasted from the year 1601 to the year 16,58
The test lasted from the year 1352 to the year 13,The test lasted from the year 1301 to the year 13,52
The tests lasted from the year 1695 to the year 16,The tests lasted from the year 1601 to the year 16,95
The operation lasted from the year 1460 to the year 14,The operation lasted from the year 1401 to the year 14,60
The deal lasted from the year 1619 to the year 16,The deal lasted from the year 1601 to the year 16,19
The impact lasted from the year 1612 to the year 16,The impact lasted from the year 1601 to the year 16,12
The practice lasted from the year 1719 to the year 17,The practice lasted from the year 1701 to the year 17,19
The rule lasted from the year 1390 to the year 13,The rule lasted from the year 1301 to the year 13,90
The rise lasted from the year 1644 to the year 16,The rise lasted from the year 1601 to the year 16,44
The employment lasted from the year 1235 to the year 12,The employment lasted from the year 1201 to the year 12,35
The fall lasted from the year 1668 to the year 16,The fall lasted from the year 1601 to the year 16,68
The project lasted from the year 1631 to the year 16,The project lasted from the year 1601 to the year 16,31
The order lasted from the year 1770 to the year 17,The order lasted from the year 1701 to the year 17,70
The fall lasted from the year 1377 to the year 13,The fall lasted from the year 1301 to the year 13,77
The progress lasted from the year 1177 to the year 11,The progress lasted from the year 1101 to the year 11,77
The progress lasted from the year 1493 to the year 14,The progress lasted from the year 1401 to the year 14,93
The campaign lasted from the year 1589 to the year 15,The campaign lasted from the year 1501 to the year 15,89
The effect lasted from the year 1404 to the year 14,The effect lasted from the year 1401 to the year 14,4
The program lasted from the year 1254 to the year 12,The program lasted from the year 1201 to the year 12,54
The progress lasted from the year 1256 to the year 12,The progress lasted from the year 1201 to the year 12,56
The case lasted from the year 1213 to the year 12,The case lasted from the year 1201 to the year 12,13
The development lasted from the year 1407 to the year 14,The development lasted from the year 1401 to the year 14,7
The rise lasted from the year 1761 to the year 17,The rise lasted from the year 1701 to the year 17,61
The testing lasted from the year 1438 to the year 14,The testing lasted from the year 1401 to the year 14,38
The operation lasted from the year 1139 to the year 11,The operation lasted from the year 1101 to the year 11,39
The order lasted from the year 1437 to the year 14,The order lasted from the year 1401 to the year 14,37
The campaign lasted from the year 1339 to the year 13,The campaign lasted from the year 1301 to the year 13,39
The attack lasted from the year 1443 to the year 14,The attack lasted from the year 1401 to the year 14,43
The employment lasted from the year 1110 to the year 11,The employment lasted from the year 1101 to the year 11,10
The trip lasted from the year 1769 to the year 17,The trip lasted from the year 1701 to the year 17,69
The development lasted from the year 1552 to the year 15,The development lasted from the year 1501 to the year 15,52
The riot lasted from the year 1492 to the year 14,The riot lasted from the year 1401 to the year 14,92
The operation lasted from the year 1652 to the year 16,The operation lasted from the year 1601 to the year 16,52
The growth lasted from the year 1721 to the year 17,The growth lasted from the year 1701 to the year 17,21
The quest lasted from the year 1432 to the year 14,The quest lasted from the year 1401 to the year 14,32
The tests lasted from the year 1458 to the year 14,The tests lasted from the year 1401 to the year 14,58
The growth lasted from the year 1312 to the year 13,The growth lasted from the year 1301 to the year 13,12
The trial lasted from the year 1362 to the year 13,The trial lasted from the year 1301 to the year 13,62
The fall lasted from the year 1550 to the year 15,The fall lasted from the year 1501 to the year 15,50
The work lasted from the year 1597 to the year 15,The work lasted from the year 1501 to the year 15,97
The attack lasted from the year 1277 to the year 12,The attack lasted from the year 1201 to the year 12,77
The development lasted from the year 1587 to the year 15,The development lasted from the year 1501 to the year 15,87
The deal lasted from the year 1441 to the year 14,The deal lasted from the year 1401 to the year 14,41
The tests lasted from the year 1787 to the year 17,The tests lasted from the year 1701 to the year 17,87
The effect lasted from the year 1310 to the year 13,The effect lasted from the year 1301 to the year 13,10
The work lasted from the year 1230 to the year 12,The work lasted from the year 1201 to the year 12,30
The riot lasted from the year 1696 to the year 16,The riot lasted from the year 1601 to the year 16,96
The deal lasted from the year 1759 to the year 17,The deal lasted from the year 1701 to the year 17,59
The rule lasted from the year 1627 to the year 16,The rule lasted from the year 1601 to the year 16,27
The study lasted from the year 1322 to the year 13,The study lasted from the year 1301 to the year 13,22
The work lasted from the year 1779 to the year 17,The work lasted from the year 1701 to the year 17,79
The attack lasted from the year 1749 to the year 17,The attack lasted from the year 1701 to the year 17,49
The fall lasted from the year 1294 to the year 12,The fall lasted from the year 1201 to the year 12,94
The campaign lasted from the year 1561 to the year 15,The campaign lasted from the year 1501 to the year 15,61
The order lasted from the year 1644 to the year 16,The order lasted from the year 1601 to the year 16,44
The case lasted from the year 1365 to the year 13,The case lasted from the year 1301 to the year 13,65
The shift lasted from the year 1719 to the year 17,The shift lasted from the year 1701 to the year 17,19
The development lasted from the year 1719 to the year 17,The development lasted from the year 1701 to the year 17,19
The trial lasted from the year 1511 to the year 15,The trial lasted from the year 1501 to the year 15,11
The operation lasted from the year 1402 to the year 14,The operation lasted from the year 1401 to the year 14,2
The effect lasted from the year 1707 to the year 17,The effect lasted from the year 1701 to the year 17,7
The existence lasted from the year 1314 to the year 13,The existence lasted from the year 1301 to the year 13,14
The impact lasted from the year 1541 to the year 15,The impact lasted from the year 1501 to the year 15,41
The marriage lasted from the year 1653 to the year 16,The marriage lasted from the year 1601 to the year 16,53
The test lasted from the year 1368 to the year 13,The test lasted from the year 1301 to the year 13,68
The rule lasted from the year 1654 to the year 16,The rule lasted from the year 1601 to the year 16,54
The testing lasted from the year 1208 to the year 12,The testing lasted from the year 1201 to the year 12,8
The work lasted from the year 1284 to the year 12,The work lasted from the year 1201 to the year 12,84
The marriage lasted from the year 1224 to the year 12,The marriage lasted from the year 1201 to the year 12,24
The rule lasted from the year 1288 to the year 12,The rule lasted from the year 1201 to the year 12,88
The marriage lasted from the year 1427 to the year 14,The marriage lasted from the year 1401 to the year 14,27
The employment lasted from the year 1745 to the year 17,The employment lasted from the year 1701 to the year 17,45
The progress lasted from the year 1760 to the year 17,The progress lasted from the year 1701 to the year 17,60
The attack lasted from the year 1729 to the year 17,The attack lasted from the year 1701 to the year 17,29
The work lasted from the year 1550 to the year 15,The work lasted from the year 1501 to the year 15,50
The study lasted from the year 1188 to the year 11,The study lasted from the year 1101 to the year 11,88
The development lasted from the year 1572 to the year 15,The development lasted from the year 1501 to the year 15,72
The riot lasted from the year 1758 to the year 17,The riot lasted from the year 1701 to the year 17,58
The development lasted from the year 1790 to the year 17,The development lasted from the year 1701 to the year 17,90
The case lasted from the year 1383 to the year 13,The case lasted from the year 1301 to the year 13,83
The campaign lasted from the year 1785 to the year 17,The campaign lasted from the year 1701 to the year 17,85
The tests lasted from the year 1267 to the year 12,The tests lasted from the year 1201 to the year 12,67
The development lasted from the year 1698 to the year 16,The development lasted from the year 1601 to the year 16,98
The campaign lasted from the year 1326 to the year 13,The campaign lasted from the year 1301 to the year 13,26
The existence lasted from the year 1393 to the year 13,The existence lasted from the year 1301 to the year 13,93
The progress lasted from the year 1677 to the year 16,The progress lasted from the year 1601 to the year 16,77
The tests lasted from the year 1590 to the year 15,The tests lasted from the year 1501 to the year 15,90
The employment lasted from the year 1516 to the year 15,The employment lasted from the year 1501 to the year 15,16
The plan lasted from the year 1284 to the year 12,The plan lasted from the year 1201 to the year 12,84
The trial lasted from the year 1336 to the year 13,The trial lasted from the year 1301 to the year 13,36
The plan lasted from the year 1354 to the year 13,The plan lasted from the year 1301 to the year 13,54
The fall lasted from the year 1142 to the year 11,The fall lasted from the year 1101 to the year 11,42
The test lasted from the year 1351 to the year 13,The test lasted from the year 1301 to the year 13,51
The process lasted from the year 1175 to the year 11,The process lasted from the year 1101 to the year 11,75
The trip lasted from the year 1248 to the year 12,The trip lasted from the year 1201 to the year 12,48
The development lasted from the year 1466 to the year 14,The development lasted from the year 1401 to the year 14,66
The fall lasted from the year 1217 to the year 12,The fall lasted from the year 1201 to the year 12,17
The test lasted from the year 1138 to the year 11,The test lasted from the year 1101 to the year 11,38
The trip lasted from the year 1524 to the year 15,The trip lasted from the year 1501 to the year 15,24
The plan lasted from the year 1211 to the year 12,The plan lasted from the year 1201 to the year 12,11
The test lasted from the year 1517 to the year 15,The test lasted from the year 1501 to the year 15,17
The operation lasted from the year 1110 to the year 11,The operation lasted from the year 1101 to the year 11,10
The attack lasted from the year 1239 to the year 12,The attack lasted from the year 1201 to the year 12,39
The riot lasted from the year 1780 to the year 17,The riot lasted from the year 1701 to the year 17,80
The plan lasted from the year 1656 to the year 16,The plan lasted from the year 1601 to the year 16,56
The project lasted from the year 1414 to the year 14,The project lasted from the year 1401 to the year 14,14
The rule lasted from the year 1774 to the year 17,The rule lasted from the year 1701 to the year 17,74
The operation lasted from the year 1653 to the year 16,The operation lasted from the year 1601 to the year 16,53
The attack lasted from the year 1675 to the year 16,The attack lasted from the year 1601 to the year 16,75
The campaign lasted from the year 1236 to the year 12,The campaign lasted from the year 1201 to the year 12,36
The fall lasted from the year 1522 to the year 15,The fall lasted from the year 1501 to the year 15,22
The rise lasted from the year 1359 to the year 13,The rise lasted from the year 1301 to the year 13,59
The practice lasted from the year 1251 to the year 12,The practice lasted from the year 1201 to the year 12,51
The plan lasted from the year 1180 to the year 11,The plan lasted from the year 1101 to the year 11,80
The work lasted from the year 1285 to the year 12,The work lasted from the year 1201 to the year 12,85
The project lasted from the year 1213 to the year 12,The project lasted from the year 1201 to the year 12,13
The operation lasted from the year 1606 to the year 16,The operation lasted from the year 1601 to the year 16,6
The marriage lasted from the year 1578 to the year 15,The marriage lasted from the year 1501 to the year 15,78
The marriage lasted from the year 1332 to the year 13,The marriage lasted from the year 1301 to the year 13,32
The rise lasted from the year 1298 to the year 12,The rise lasted from the year 1201 to the year 12,98
The attack lasted from the year 1531 to the year 15,The attack lasted from the year 1501 to the year 15,31
The growth lasted from the year 1745 to the year 17,The growth lasted from the year 1701 to the year 17,45
The deal lasted from the year 1354 to the year 13,The deal lasted from the year 1301 to the year 13,54
The plan lasted from the year 1584 to the year 15,The plan lasted from the year 1501 to the year 15,84
The development lasted from the year 1414 to the year 14,The development lasted from the year 1401 to the year 14,14
The shift lasted from the year 1541 to the year 15,The shift lasted from the year 1501 to the year 15,41
The trial lasted from the year 1349 to the year 13,The trial lasted from the year 1301 to the year 13,49
The order lasted from the year 1709 to the year 17,The order lasted from the year 1701 to the year 17,9
The contact lasted from the year 1362 to the year 13,The contact lasted from the year 1301 to the year 13,62
The effect lasted from the year 1203 to the year 12,The effect lasted from the year 1201 to the year 12,3
The growth lasted from the year 1517 to the year 15,The growth lasted from the year 1501 to the year 15,17
The study lasted from the year 1734 to the year 17,The study lasted from the year 1701 to the year 17,34
The fall lasted from the year 1443 to the year 14,The fall lasted from the year 1401 to the year 14,43
The test lasted from the year 1692 to the year 16,The test lasted from the year 1601 to the year 16,92
The impact lasted from the year 1419 to the year 14,The impact lasted from the year 1401 to the year 14,19
The case lasted from the year 1749 to the year 17,The case lasted from the year 1701 to the year 17,49
The campaign lasted from the year 1224 to the year 12,The campaign lasted from the year 1201 to the year 12,24
The progress lasted from the year 1382 to the year 13,The progress lasted from the year 1301 to the year 13,82
The contract lasted from the year 1243 to the year 12,The contract lasted from the year 1201 to the year 12,43
The plan lasted from the year 1619 to the year 16,The plan lasted from the year 1601 to the year 16,19
The trial lasted from the year 1612 to the year 16,The trial lasted from the year 1601 to the year 16,12
The work lasted from the year 1459 to the year 14,The work lasted from the year 1401 to the year 14,59
The tests lasted from the year 1266 to the year 12,The tests lasted from the year 1201 to the year 12,66
The tests lasted from the year 1680 to the year 16,The tests lasted from the year 1601 to the year 16,80
The effect lasted from the year 1455 to the year 14,The effect lasted from the year 1401 to the year 14,55
The order lasted from the year 1271 to the year 12,The order lasted from the year 1201 to the year 12,71
The progress lasted from the year 1640 to the year 16,The progress lasted from the year 1601 to the year 16,40
The riot lasted from the year 1664 to the year 16,The riot lasted from the year 1601 to the year 16,64
The tests lasted from the year 1721 to the year 17,The tests lasted from the year 1701 to the year 17,21
The program lasted from the year 1612 to the year 16,The program lasted from the year 1601 to the year 16,12
The development lasted from the year 1264 to the year 12,The development lasted from the year 1201 to the year 12,64
The rise lasted from the year 1523 to the year 15,The rise lasted from the year 1501 to the year 15,23
The case lasted from the year 1528 to the year 15,The case lasted from the year 1501 to the year 15,28
The plan lasted from the year 1142 to the year 11,The plan lasted from the year 1101 to the year 11,42
The attack lasted from the year 1589 to the year 15,The attack lasted from the year 1501 to the year 15,89
The effect lasted from the year 1495 to the year 14,The effect lasted from the year 1401 to the year 14,95
The practice lasted from the year 1747 to the year 17,The practice lasted from the year 1701 to the year 17,47
The attack lasted from the year 1184 to the year 11,The attack lasted from the year 1101 to the year 11,84
The process lasted from the year 1320 to the year 13,The process lasted from the year 1301 to the year 13,20
The plan lasted from the year 1569 to the year 15,The plan lasted from the year 1501 to the year 15,69
The practice lasted from the year 1515 to the year 15,The practice lasted from the year 1501 to the year 15,15
The rule lasted from the year 1569 to the year 15,The rule lasted from the year 1501 to the year 15,69
The testing lasted from the year 1488 to the year 14,The testing lasted from the year 1401 to the year 14,88
The progress lasted from the year 1371 to the year 13,The progress lasted from the year 1301 to the year 13,71
The fall lasted from the year 1386 to the year 13,The fall lasted from the year 1301 to the year 13,86
The contact lasted from the year 1791 to the year 17,The contact lasted from the year 1701 to the year 17,91
The study lasted from the year 1244 to the year 12,The study lasted from the year 1201 to the year 12,44
The effect lasted from the year 1653 to the year 16,The effect lasted from the year 1601 to the year 16,53
The order lasted from the year 1137 to the year 11,The order lasted from the year 1101 to the year 11,37
The campaign lasted from the year 1230 to the year 12,The campaign lasted from the year 1201 to the year 12,30
The quest lasted from the year 1212 to the year 12,The quest lasted from the year 1201 to the year 12,12
The effect lasted from the year 1347 to the year 13,The effect lasted from the year 1301 to the year 13,47
The rise lasted from the year 1316 to the year 13,The rise lasted from the year 1301 to the year 13,16
The marriage lasted from the year 1236 to the year 12,The marriage lasted from the year 1201 to the year 12,36
The trial lasted from the year 1380 to the year 13,The trial lasted from the year 1301 to the year 13,80
The deal lasted from the year 1584 to the year 15,The deal lasted from the year 1501 to the year 15,84
The progress lasted from the year 1221 to the year 12,The progress lasted from the year 1201 to the year 12,21
The campaign lasted from the year 1366 to the year 13,The campaign lasted from the year 1301 to the year 13,66
The campaign lasted from the year 1770 to the year 17,The campaign lasted from the year 1701 to the year 17,70
The trial lasted from the year 1320 to the year 13,The trial lasted from the year 1301 to the year 13,20
